action_needed,action,category,input_sentence,reply
0,none,general,How can INXAI assist with energy consumption analysis?,INXAI provides detailed energy consumption reports; identifies energy-intensive devices; and suggests optimizations to help you make informed decisions for energy efficiency.
0,none,general,Can INXAI help me create a more sustainable home?,Absolutely! INXAI's energy-saving recommendations; eco-friendly automation; and sustainable practices contribute to creating a greener and more sustainable home.
0,none,general,What sets INXAI apart in terms of user experience?,INXAI prioritizes a seamless user experience through its intuitive app design; responsive customer support; and continuous improvement based on user feedback.
0,none,general,Who is INXAI?,INXAI is your smart home companion; enabling seamless control and management of your connected devices.
0,none,general,I want to know about INXAI what is that,INXAI is a smart home system; enabling seamless control and management of your connected devices.
0,none,general,What is INXAI?,INXAI is an advanced smart home solution designed to simplify and enhance your home automation experience.
0,none,general,Who created INXAI?,INXAI was developed by a team of experts dedicated to revolutionizing smart home technology.
0,none,general,Who created you?,INXAI was developed by a team of experts dedicated to revolutionizing smart home technology.
0,none,general,Who is the developer of INXAI?,INXAI was developed by a group of enthusiastic persons dedicated to improve smart home technology.
0,none,general,Who is the owner of INXAI?,The founder of INXAI is not a single person. It was developed by a group of dedicated developers.
0,none,general,Can you say the names of the developers of INXAI?,INXAI was created by a group of 4 members Namely Robin kiran nithish and magesh.
0,none,general,Who are the developers of INXAI?,It was created by a team of four members namely Robin kiran nithish and magesh.
0,none,general,Can you say who created you,Robin kiran nithish and magesh created me. 
0,none,general,What can INXAI do?,INXAI empowers you to control and automate various aspects of your home; providing convenience and efficiency.
0,none,general,Who manages INXAI?,INXAI is managed by a team committed to constantly improving and updating the platform for users' benefit.
0,none,general,Is INXAI a person or a company?,INXAI is the innovative smart home solution offered by a dedicated technology company.
0,none,general,Who designed INXAI's interface?,INXAI's interface was meticulously crafted by user experience designers for optimal usability.
0,none,general,What role does INXAI play?,INXAI serves as your smart home assistant; simplifying daily tasks and enhancing convenience.
0,none,general,Who benefits from using INXAI?,INXAI benefits anyone seeking a smarter; more efficient; and convenient living experience at home.
0,none,general,Who can use INXAI?,INXAI is designed for homeowners seeking a seamless and intelligent way to manage their smart devices.
0,none,general,Who is behind INXAI's technology?,INXAI's technology is developed and maintained by a dedicated team of tech enthusiasts.
0,none,general,What makes INXAI unique?,INXAI stands out due to its intuitive design; advanced automation; and commitment to user satisfaction.
0,none,general,Who should consider using INXAI?,INXAI is suitable for anyone looking to streamline their home management with smart technology.
0,none,general,Who controls INXAI?,You control INXAI through the user-friendly app; giving you command over your smart home devices.
0,none,general,Who uses INXAI's services?,INXAI's services are utilized by homeowners seeking a more connected and efficient living space.
0,none,general,Who manages INXAI's updates?,INXAI's updates are managed by a dedicated team to ensure continuous improvement and innovation.
0,none,general,What sets INXAI apart?,INXAI's seamless integration; adaptive learning; and user-centric approach make it stand out.
0,none,general,Who benefits from INXAI's automation?,INXAI's automation benefits anyone seeking a more efficient and comfortable lifestyle at home.
0,none,general,Who can offer support for INXAI users?,INXAI provides dedicated customer support to assist users with any queries or issues.
1,open,door,Unlock the door,The door is now unlocked.
1,close,door,Lock the door,The door is now locked.
1,open,door,Open the entrance,The entrance is now open.
1,close,door,Close the entryway,The entryway is now closed.
1,open,door,Release the door lock,The door lock is released.
1,close,door,Secure the door,The door is now secured.
1,open,door,Unlatch the entrance,The entrance is now unlatched.
1,close,door,Latch the door,The door is now latched.
1,open,door,Undo the lock,The lock is now undone.
1,close,door,Do the lock,The lock is now done.
1,open,door,Open up,The door is now opened.
1,close,door,Shut the door,The door is now shut.
1,open,door,Unlock the entry,The entry is now unlocked.
1,close,door,Lock the entry,The entry is now locked.
1,open,door,Turn the knob to open,The knob is now turned to open.
1,close,door,Turn the knob to close,The knob is now turned to close.
1,open,door,Release the latch,The latch is now released.
1,close,door,Latch the entry,The entry is now latched.
1,open,door,Set free the door,The door is now set free.
1,close,door,Secure the entry,The entry is now secured.
1,open,door,Unlock and open,The door is now unlocked and opened.
1,close,door,Lock and shut,The door is now locked and shut.
1,open,door,Activate the opening mechanism,The opening mechanism is now activated.
1,close,door,Activate the closing mechanism,The closing mechanism is now activated.
1,open,door,Free the entrance,The entrance is now freed.
1,close,door,Guard the door,The door is now guarded.
1,open,door,Unseal the door,The door is now unsealed.
1,close,door,Seal the door,The door is now sealed.
1,open,door,Allow access,Access allowed through the door.
1,close,door,Deny access,Access denied through the door.
1,open,door,Release the barrier,The barrier is now released.
1,close,door,Activate the barrier,The barrier is now activated.
0,get_data,door,Is the door closed?,The details of the door is
0,get_data,door,What is the status of the door,The details of the door is
0,get_data,door,Am i just keeping my door open?,The details of the door is
0,get_data,door,Is the door closed?,The door status is
0,get_data,door,What is the status of the door?,The door status is
0,get_data,door,Am I just keeping my door open?,The door status is
0,get_data,door,Is the entrance secured?,The door status is
0,get_data,door,Can you confirm if the door is shut?,The door status is
0,get_data,door,What's the current state of the entryway?,The door status is
0,get_data,door,Is the door locked?,The door status is
0,get_data,door,Can you check if the door is latched?,The door status is
0,get_data,door,Is the door sealed?,The door status is
0,get_data,door,Is the entrance unlocked?,The door status is
0,get_data,door,Is the door open?,The door status is
0,get_data,door,Can you confirm if the entry is closed?,The door status is
0,get_data,door,Is the door released?,The door status is
0,get_data,door,Is the latch secured?,The door status is
0,get_data,door,Can you verify if the entry is freed?,The door status is
0,get_data,door,Is the door guarded?,The door status is
0,get_data,door,Is the door activated?,The door status is
0,get_data,door,Is the entryway activated?,The door status is
0,get_data,door,Is the entrance activated?,The door status is
0,get_data,door,Can you check if the barrier is released?,The door status is
0,get_data,door,Is the entrance sealed?,The door status is
0,get_data,door,Is the door allowed access?,The door status is
0,get_data,door,Can you confirm if the door is denied access?,The door status is
0,get_data,door,Is the door activated for entry?,The door status is
0,get_data,door,Is the door sealed off?,The door status is
0,get_data,door,Can you verify the door status?,The door status is
0,get_data,door,Can you check the current state of the door?,The door status is
0,get_data,door,Is the door guarded?,The door status is
0,get_data,door,Is the door active?,The door status is
0,get_data,door,Is the entrance active?,The door status is
0,get_data,door,Is the door accessible?,The door status is
0,get_data,door,Is the door in use?,The door status is
0,get_data,door,Can you provide the door status?,The door status is
0,get_data,door,Is the door accessible?,The door status is
0,get_data,door,What's the status of the entryway?,The door status is
0,get_data,door,Can you confirm if the door is shut tight?,The door status is
